TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CHARACTER_OCTET_LENGTH,NUMERIC_PRECISION,NUMERIC_PRECISION_RADIX,NUMERIC_SCALE,DATETIME_PRECISION,CHARACTER_SET_CATALOG,CHARACTER_SET_SCHEMA,CHARACTER_SET_NAME,COLLATION_CATALOG,COLLATION_SCHEMA,COLLATION_NAME,DOMAIN_CATALOG,DOMAIN_SCHEMA,DOMAIN_NAME
GSynergy_Lakehouse,queryinsights,long_running_queries,query_hash,8,NULL,YES,varchar,200,200,NULL,NULL,NULL,NULL,NULL,NULL,utf8,NULL,NULL,Latin1_General_100_BIN2_UTF8,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,long_running_queries,last_run_command,9,NULL,YES,varchar,8000,8000,NULL,NULL,NULL,NULL,NULL,NULL,utf8,NULL,NULL,Latin1_General_100_BIN2_UTF8,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,frequently_run_queries,database_name,1,NULL,YES,varchar,200,200,NULL,NULL,NULL,NULL,NULL,NULL,utf8,NULL,NULL,Latin1_General_100_BIN2_UTF8,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,frequently_run_queries,number_of_runs,2,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,frequently_run_queries,min_run_total_elapsed_time_ms,3,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,frequently_run_queries,max_run_total_elapsed_time_ms,4,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,frequently_run_queries,avg_total_elapsed_time_ms,5,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,frequently_run_queries,number_of_successful_runs,6,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,frequently_run_queries,number_of_failed_runs,7,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,frequently_run_queries,number_of_canceled_runs,8,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,frequently_run_queries,last_run_total_elapsed_time_ms,9,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,frequently_run_queries,last_run_start_time,10,NULL,YES,datetime2,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,frequently_run_queries,last_dist_statement_id,11,NULL,YES,uniqueidentifier,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,frequently_run_queries,query_hash,12,NULL,YES,varchar,200,200,NULL,NULL,NULL,NULL,NULL,NULL,utf8,NULL,NULL,Latin1_General_100_BIN2_UTF8,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,frequently_run_queries,last_run_command,13,NULL,YES,varchar,8000,8000,NULL,NULL,NULL,NULL,NULL,NULL,utf8,NULL,NULL,Latin1_General_100_BIN2_UTF8,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,session_id,1,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,connection_id,2,NULL,YES,uniqueidentifier,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,session_start_time,3,NULL,YES,datetime2,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,session_end_time,4,NULL,YES,datetime2,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,program_name,5,NULL,YES,varchar,256,256,NULL,NULL,NULL,NULL,NULL,NULL,utf8,NULL,NULL,Latin1_General_100_BIN2_UTF8,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,login_name,6,NULL,YES,varchar,256,256,NULL,NULL,NULL,NULL,NULL,NULL,utf8,NULL,NULL,Latin1_General_100_BIN2_UTF8,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,status,7,NULL,YES,varchar,100,100,NULL,NULL,NULL,NULL,NULL,NULL,utf8,NULL,NULL,Latin1_General_100_BIN2_UTF8,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,context_info,8,NULL,YES,varchar,128,128,NULL,NULL,NULL,NULL,NULL,NULL,utf8,NULL,NULL,Latin1_General_100_BIN2_UTF8,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,total_query_elapsed_time_ms,9,NULL,YES,bigint,NULL,NULL,19,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,last_request_start_time,10,NULL,YES,datetime2,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,last_request_end_time,11,NULL,YES,datetime2,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,is_user_process,12,NULL,YES,bit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,prev_error,13,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,group_id,14,NULL,YES,bigint,NULL,NULL,19,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,database_id,15,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,authenticating_database_id,16,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,open_transaction_count,17,NULL,YES,bigint,NULL,NULL,19,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,text_size,18,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,language,19,NULL,YES,varchar,256,256,NULL,NULL,NULL,NULL,NULL,NULL,utf8,NULL,NULL,Latin1_General_100_BIN2_UTF8,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,date_format,20,NULL,YES,varchar,20,20,NULL,NULL,NULL,NULL,NULL,NULL,utf8,NULL,NULL,Latin1_General_100_BIN2_UTF8,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,date_first,21,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,quoted_identifier,22,NULL,YES,bit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,arithabort,23,NULL,YES,bit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,ansi_null_dflt_on,24,NULL,YES,bit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,ansi_defaults,25,NULL,YES,bit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,ansi_warnings,26,NULL,YES,bit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,ansi_padding,27,NULL,YES,bit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,ansi_nulls,28,NULL,YES,bit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,concat_null_yields_null,29,NULL,YES,bit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,transaction_isolation_level,30,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,lock_timeout,31,NULL,YES,bigint,NULL,NULL,19,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,deadlock_priority,32,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,original_security_id,33,NULL,YES,varchar,200,200,NULL,NULL,NULL,NULL,NULL,NULL,utf8,NULL,NULL,Latin1_General_100_BIN2_UTF8,NULL,NULL,NULL
GSynergy_Lakehouse,queryinsights,exec_sessions_history,database_name,34,NULL,YES,varchar,200,200,NULL,NULL,NULL,NULL,NULL,NULL,utf8,NULL,NULL,Latin1_General_100_BIN2_UTF8,NULL,NULL,NULL
